App Name,Frequency of Use,Satisfaction Rating,What Do You Like Most?,Likelihood to Recommend,Fraud Concerns,App Improvement,Safe to Use,Data Handling,Unsolicited Messages,Comments/Suggestions
Snapchat,Never,5,Speed/Performance,1,Frequent crashes or slow performance,User Interface,Yes,Not Sure,"Yes, regularly",No comments
Hulu,Weekly,4,Customer Support,3,Unexplained data collection,Bug Fixes,No,Yes,"Yes, occasionally",Suggestions for improvement
Evernote,Rarely,2,Design/UI,1,None,User Interface,Yes,Yes,"Yes, occasionally",Suggestions for improvement
Coursera,Daily,1,Design/UI,5,Frequent crashes or slow performance,Customer Support,Not Sure,No,"Yes, occasionally",No comments
Signal,Daily,5,Ease of use,1,Frequent crashes or slow performance,Security,Yes,No,"Yes, occasionally",Suggestions for improvement
Twitter,Daily,2,Design/UI,3,Suspicious permissions request,Speed/Performance,No,Not Sure,"No, never",No comments
Slack,Rarely,1,Speed/Performance,1,Suspicious permissions request,Bug Fixes,Not Sure,Not Sure,"Yes, occasionally",No comments
Microsoft Word,Never,2,Design/UI,3,Inconsistent behavior across devices,Customer Support,Yes,Not Sure,"Yes, regularly",No comments
WhatsApp,Weekly,3,Customer Support,4,Inconsistent behavior across devices,Bug Fixes,No,No,"Yes, regularly",No comments
MyFitnessPal,Daily,1,Speed/Performance,4,Inconsistent behavior across devices,User Interface,Not Sure,No,"Yes, regularly",No comments
Headspace,Weekly,1,Speed/Performance,3,None,Bug Fixes,No,Not Sure,"No, never",No comments
Strava,Weekly,1,Customer Support,1,None,Speed/Performance,No,Not Sure,"Yes, regularly",No comments
Twitter,Weekly,4,Speed/Performance,1,None,Security,Not Sure,No,"Yes, regularly",No comments
Quizlet,Daily,1,Design/UI,1,None,User Interface,Yes,Not Sure,"Yes, occasionally",No comments
Facebook Messenger,Rarely,1,Features,4,Frequent crashes or slow performance,Security,Yes,Yes,"Yes, regularly",No comments
Telegram,Daily,5,Ease of use,3,Inconsistent behavior across devices,Speed/Performance,Yes,No,"Yes, occasionally",No comments
Facebook,Never,4,Ease of use,3,Frequent crashes or slow performance,Bug Fixes,Yes,No,"Yes, occasionally",No comments
Slack,Rarely,5,Customer Support,1,Suspicious permissions request,Features,No,Yes,"Yes, regularly",No comments
The New York Times,Monthly,4,Speed/Performance,4,Inconsistent behavior across devices,Speed/Performance,No,No,"Yes, occasionally",No comments
YouTube,Daily,4,Features,4,None,Speed/Performance,No,Not Sure,"Yes, occasionally",No comments
PUBG Mobile,Monthly,3,Customer Support,3,Unexplained data collection,Speed/Performance,Yes,Not Sure,"Yes, occasionally",No comments
Candy Crush Saga,Monthly,2,Customer Support,4,Frequent crashes or slow performance,User Interface,Not Sure,Not Sure,"Yes, occasionally",No comments
MyFitnessPal,Rarely,1,Speed/Performance,1,Inconsistent behavior across devices,Customer Support,Not Sure,Yes,"Yes, occasionally",Suggestions for improvement
Spotify,Never,3,Ease of use,5,Frequent crashes or slow performance,User Interface,Yes,Not Sure,"Yes, regularly",No comments
Coursera,Monthly,5,Ease of use,3,Unexplained data collection,Speed/Performance,Not Sure,No,"Yes, occasionally",Suggestions for improvement
The New York Times,Weekly,4,Speed/Performance,3,None,Security,Not Sure,No,"Yes, occasionally",No comments
Khan Academy,Daily,1,Customer Support,3,Inconsistent behavior across devices,Customer Support,Yes,Not Sure,"Yes, regularly",No comments
Candy Crush Saga,Rarely,3,Ease of use,3,Inconsistent behavior across devices,User Interface,No,Yes,"Yes, regularly",No comments
Slack,Rarely,1,Speed/Performance,2,Suspicious permissions request,Customer Support,No,Yes,"No, never",No comments
BBC News,Rarely,4,Customer Support,1,Inconsistent behavior across devices,Customer Support,Yes,No,"No, never",No comments
Calm,Weekly,5,Speed/Performance,3,Suspicious permissions request,Speed/Performance,Not Sure,No,"Yes, regularly",No comments
Duolingo,Daily,4,Ease of use,3,None,User Interface,Yes,Not Sure,"Yes, occasionally",No comments
Snapchat,Weekly,5,Features,5,Suspicious permissions request,Bug Fixes,Yes,Not Sure,"Yes, occasionally",No comments
Duolingo,Weekly,4,Speed/Performance,1,None,Security,No,No,"Yes, occasionally",No comments
YouTube,Rarely,2,Features,4,Frequent crashes or slow performance,Customer Support,Yes,Not Sure,"No, never",Suggestions for improvement
Coursera,Daily,1,Ease of use,3,None,Speed/Performance,Yes,Yes,"No, never",No comments
Pinterest,Weekly,1,Speed/Performance,3,Frequent crashes or slow performance,Features,No,Not Sure,"Yes, regularly",No comments
BBC News,Daily,5,Speed/Performance,2,Suspicious permissions request,Speed/Performance,No,Yes,"Yes, regularly",No comments
PUBG Mobile,Weekly,4,Features,4,Inconsistent behavior across devices,User Interface,Yes,No,"Yes, occasionally",No comments
BBC News,Rarely,3,Features,3,Frequent crashes or slow performance,Features,No,Not Sure,"Yes, occasionally",No comments
Duolingo,Rarely,5,Ease of use,2,Unexplained data collection,User Interface,Yes,No,"Yes, regularly",No comments
Twitter,Monthly,3,Features,5,Frequent crashes or slow performance,Features,No,No,"Yes, occasionally",No comments
Headspace,Daily,1,Design/UI,2,Inconsistent behavior across devices,Features,No,Not Sure,"No, never",Suggestions for improvement
Microsoft Word,Never,2,Ease of use,4,None,Security,Not Sure,Yes,"Yes, occasionally",No comments
BBC News,Weekly,1,Design/UI,1,Inconsistent behavior across devices,User Interface,Yes,Yes,"Yes, regularly",No comments
MyFitnessPal,Monthly,1,Design/UI,1,None,User Interface,Yes,No,"Yes, occasionally",Suggestions for improvement
Pinterest,Daily,1,Speed/Performance,2,None,Features,Yes,Not Sure,"Yes, regularly",No comments
Netflix,Rarely,5,Features,2,Unexplained data collection,Speed/Performance,Not Sure,Yes,"No, never",Suggestions for improvement
Instagram,Monthly,5,Features,4,Unexplained data collection,Speed/Performance,Not Sure,Not Sure,"Yes, occasionally",No comments
MyFitnessPal,Monthly,5,Features,3,None,User Interface,Not Sure,Yes,"Yes, occasionally",No comments
Netflix,Never,4,Ease of use,3,Unexplained data collection,Speed/Performance,No,No,"Yes, occasionally",No comments
Netflix,Never,3,Features,2,Frequent crashes or slow performance,Speed/Performance,Yes,Yes,"Yes, occasionally",No comments
Google News,Weekly,4,Features,1,None,Bug Fixes,Not Sure,No,"Yes, occasionally",No comments
Calm,Weekly,3,Design/UI,5,Frequent crashes or slow performance,Customer Support,No,No,"Yes, occasionally",Suggestions for improvement
Duolingo,Daily,2,Features,3,Suspicious permissions request,Speed/Performance,No,Yes,"No, never",Suggestions for improvement
Calm,Weekly,2,Ease of use,3,None,Bug Fixes,Yes,No,"Yes, regularly",No comments
Fitbit,Daily,1,Design/UI,5,Suspicious permissions request,Speed/Performance,No,No,"Yes, occasionally",No comments
Among Us,Monthly,2,Speed/Performance,2,None,Features,Not Sure,Yes,"Yes, regularly",No comments
Google Docs,Never,5,Design/UI,1,Inconsistent behavior across devices,Security,Not Sure,Not Sure,"Yes, occasionally",No comments
Microsoft Word,Monthly,5,Design/UI,2,Suspicious permissions request,Bug Fixes,No,Not Sure,"Yes, regularly",No comments
CNN,Weekly,1,Speed/Performance,5,Suspicious permissions request,Speed/Performance,Not Sure,No,"Yes, regularly",No comments
Strava,Weekly,1,Features,5,Inconsistent behavior across devices,Customer Support,Yes,Yes,"Yes, regularly",No comments
Telegram,Rarely,2,Customer Support,5,Unexplained data collection,User Interface,No,Not Sure,"No, never",No comments
Google News,Monthly,5,Ease of use,3,None,Speed/Performance,Not Sure,No,"Yes, regularly",No comments
WhatsApp,Rarely,2,Features,4,Frequent crashes or slow performance,Bug Fixes,Yes,Not Sure,"Yes, regularly",No comments
Microsoft Word,Monthly,3,Customer Support,2,None,Bug Fixes,Yes,Not Sure,"Yes, occasionally",Suggestions for improvement
Hulu,Daily,4,Customer Support,3,Suspicious permissions request,Security,Not Sure,Yes,"Yes, regularly",Suggestions for improvement
Duolingo,Never,3,Design/UI,3,None,User Interface,Not Sure,Yes,"Yes, regularly",No comments
Evernote,Rarely,3,Features,5,Unexplained data collection,User Interface,Yes,Yes,"Yes, regularly",No comments
Evernote,Never,1,Speed/Performance,4,Unexplained data collection,Bug Fixes,Yes,Not Sure,"No, never",No comments
Twitter,Daily,5,Features,4,None,Bug Fixes,Not Sure,Not Sure,"No, never",No comments
Facebook Messenger,Rarely,2,Ease of use,3,Frequent crashes or slow performance,Bug Fixes,Not Sure,Not Sure,"Yes, occasionally",No comments
Skype,Rarely,2,Features,3,Frequent crashes or slow performance,Security,No,No,"Yes, occasionally",Suggestions for improvement
Slack,Weekly,2,Design/UI,2,Inconsistent behavior across devices,Bug Fixes,Not Sure,Not Sure,"Yes, regularly",No comments
Google News,Monthly,1,Features,3,None,Bug Fixes,No,Not Sure,"No, never",Suggestions for improvement
Fitbit,Monthly,3,Features,3,Suspicious permissions request,Bug Fixes,Not Sure,No,"No, never",No comments
Instagram,Daily,1,Features,5,Inconsistent behavior across devices,Security,Not Sure,Yes,"No, never",No comments
Telegram,Monthly,5,Features,3,Inconsistent behavior across devices,Features,Not Sure,Yes,"Yes, occasionally",No comments
Duolingo,Weekly,3,Ease of use,4,Frequent crashes or slow performance,Bug Fixes,Not Sure,Yes,"Yes, occasionally",No comments
YouTube,Monthly,4,Features,5,Frequent crashes or slow performance,Speed/Performance,Not Sure,Yes,"Yes, regularly",No comments
Netflix,Daily,1,Ease of use,3,Suspicious permissions request,Security,No,No,"Yes, regularly",No comments
Flipboard,Daily,1,Customer Support,4,Unexplained data collection,Features,Yes,No,"Yes, occasionally",No comments
YouTube,Weekly,4,Customer Support,5,Suspicious permissions request,Security,No,Yes,"Yes, occasionally",Suggestions for improvement
Pinterest,Monthly,4,Customer Support,1,Suspicious permissions request,Security,Not Sure,Yes,"Yes, regularly",No comments
Facebook Messenger,Monthly,5,Customer Support,4,Suspicious permissions request,Speed/Performance,Yes,Not Sure,"Yes, regularly",No comments
Trello,Daily,4,Speed/Performance,2,Suspicious permissions request,Security,No,Yes,"No, never",No comments
Among Us,Never,3,Ease of use,2,None,Speed/Performance,No,Yes,"Yes, occasionally",No comments
Twitter,Never,2,Design/UI,4,Inconsistent behavior across devices,Customer Support,Yes,Yes,"Yes, regularly",No comments
Slack,Rarely,3,Features,3,Frequent crashes or slow performance,Security,Not Sure,Yes,"Yes, regularly",No comments
Coursera,Monthly,5,Features,2,Suspicious permissions request,Customer Support,No,No,"No, never",No comments
Khan Academy,Monthly,3,Speed/Performance,1,Suspicious permissions request,Speed/Performance,Yes,Not Sure,"Yes, occasionally",No comments
Coursera,Rarely,3,Customer Support,1,Suspicious permissions request,Speed/Performance,No,No,"No, never",No comments
Facebook Messenger,Daily,5,Design/UI,2,Suspicious permissions request,Customer Support,No,Yes,"No, never",No comments
PUBG Mobile,Rarely,1,Speed/Performance,1,Unexplained data collection,Speed/Performance,Not Sure,Yes,"Yes, occasionally",No comments
Clash of Clans,Never,1,Design/UI,3,None,Features,Yes,Not Sure,"Yes, regularly",Suggestions for improvement
Duolingo,Daily,4,Ease of use,5,None,Security,Not Sure,No,"Yes, occasionally",No comments
Among Us,Daily,1,Ease of use,4,Unexplained data collection,Security,Yes,Not Sure,"No, never",No comments
Signal,Rarely,3,Ease of use,4,Suspicious permissions request,Features,No,Yes,"Yes, occasionally",No comments
Khan Academy,Weekly,5,Features,3,Inconsistent behavior across devices,Customer Support,Not Sure,Yes,"Yes, occasionally",No comments
Fortnite,Daily,5,Ease of use,1,Inconsistent behavior across devices,User Interface,Not Sure,Not Sure,"Yes, occasionally",No comments
Facebook Messenger,Weekly,3,Speed/Performance,1,None,Bug Fixes,No,Not Sure,"Yes, regularly",No comments
Coursera,Rarely,5,Ease of use,3,Suspicious permissions request,Speed/Performance,Not Sure,Yes,"Yes, regularly",Suggestions for improvement
Slack,Daily,1,Customer Support,3,Unexplained data collection,Customer Support,No,Not Sure,"Yes, occasionally",Suggestions for improvement
Skype,Daily,3,Features,2,Frequent crashes or slow performance,Features,Not Sure,Not Sure,"Yes, regularly",No comments
PUBG Mobile,Monthly,2,Customer Support,5,Inconsistent behavior across devices,Speed/Performance,No,Not Sure,"No, never",No comments
Calm,Daily,1,Customer Support,2,None,Speed/Performance,No,Not Sure,"Yes, regularly",No comments
Fortnite,Daily,1,Ease of use,4,Unexplained data collection,Bug Fixes,No,Yes,"Yes, regularly",No comments
Disney+,Rarely,5,Features,4,None,Bug Fixes,Not Sure,Yes,"Yes, regularly",No comments
Fitbit,Rarely,2,Ease of use,4,None,Customer Support,Not Sure,Not Sure,"Yes, occasionally",No comments
Khan Academy,Weekly,1,Ease of use,5,Suspicious permissions request,Customer Support,No,Yes,"Yes, regularly",No comments
Pinterest,Daily,3,Design/UI,5,Unexplained data collection,Bug Fixes,No,Yes,"No, never",No comments
BBC News,Never,1,Speed/Performance,3,None,Customer Support,No,Not Sure,"Yes, occasionally",Suggestions for improvement
Skype,Monthly,5,Customer Support,3,Inconsistent behavior across devices,Bug Fixes,Not Sure,Yes,"Yes, regularly",No comments
Quizlet,Monthly,3,Features,4,None,User Interface,Not Sure,No,"No, never",No comments
Snapchat,Weekly,3,Features,2,Unexplained data collection,Bug Fixes,No,No,"Yes, regularly",No comments
Snapchat,Daily,3,Speed/Performance,5,Inconsistent behavior across devices,Customer Support,Not Sure,No,"Yes, regularly",No comments
Facebook Messenger,Rarely,4,Speed/Performance,4,Inconsistent behavior across devices,Bug Fixes,Yes,No,"Yes, regularly",Suggestions for improvement
Clash of Clans,Rarely,1,Customer Support,5,Inconsistent behavior across devices,Features,Not Sure,Not Sure,"Yes, regularly",No comments
Google Docs,Never,4,Customer Support,1,Frequent crashes or slow performance,Speed/Performance,Yes,No,"Yes, regularly",No comments
Telegram,Monthly,3,Speed/Performance,5,Frequent crashes or slow performance,Bug Fixes,Yes,Not Sure,"Yes, regularly",No comments
Spotify,Never,5,Customer Support,5,Unexplained data collection,Features,No,Yes,"No, never",No comments
Slack,Monthly,1,Design/UI,2,Unexplained data collection,Customer Support,No,No,"No, never",Suggestions for improvement
PUBG Mobile,Weekly,2,Design/UI,2,Inconsistent behavior across devices,Security,Yes,Yes,"No, never",No comments
Google News,Daily,2,Features,5,Suspicious permissions request,Security,Not Sure,No,"Yes, occasionally",No comments
Clash of Clans,Daily,3,Ease of use,3,Unexplained data collection,Customer Support,No,Not Sure,"Yes, regularly",No comments
Disney+,Daily,5,Features,2,Inconsistent behavior across devices,Speed/Performance,Not Sure,Yes,"No, never",No comments
YouTube,Never,3,Features,3,Unexplained data collection,Bug Fixes,No,Yes,"Yes, regularly",No comments
Trello,Monthly,1,Ease of use,1,Unexplained data collection,Speed/Performance,Not Sure,Not Sure,"Yes, regularly",No comments
Microsoft Word,Weekly,2,Speed/Performance,1,Inconsistent behavior across devices,Customer Support,Yes,Yes,"Yes, occasionally",Suggestions for improvement
Google News,Monthly,5,Ease of use,2,Inconsistent behavior across devices,Security,Not Sure,Yes,"No, never",Suggestions for improvement
CNN,Rarely,4,Customer Support,5,Frequent crashes or slow performance,User Interface,Not Sure,Yes,"No, never",No comments
Telegram,Monthly,2,Features,5,Unexplained data collection,Customer Support,Yes,Yes,"Yes, occasionally",No comments
Headspace,Weekly,5,Customer Support,1,None,User Interface,Not Sure,Yes,"No, never",No comments
Among Us,Never,3,Customer Support,3,Inconsistent behavior across devices,Customer Support,Not Sure,Not Sure,"Yes, regularly",Suggestions for improvement
Telegram,Monthly,1,Speed/Performance,3,Suspicious permissions request,Security,No,Yes,"Yes, occasionally",No comments
Disney+,Never,2,Ease of use,3,Frequent crashes or slow performance,User Interface,Not Sure,No,"No, never",Suggestions for improvement
Fortnite,Rarely,1,Design/UI,4,Suspicious permissions request,Features,Not Sure,Yes,"Yes, occasionally",No comments
Duolingo,Rarely,3,Customer Support,1,Suspicious permissions request,Bug Fixes,Yes,Yes,"Yes, occasionally",Suggestions for improvement
Trello,Daily,3,Design/UI,3,Frequent crashes or slow performance,User Interface,Yes,Yes,"Yes, regularly",No comments
